Name,Value
Item 25,6133638
User,54
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,6324076
Item 5,9135603
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,55
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,56
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,4305103
Item 2,6956281
Item 3,11150622
Item 4,2082415
Item 5,11433316
Item 6,8696863
Item 7,3811042
Item 8,124277
Item 9,511016
Item 10,11041854
Item 11,9532785
Item 12,4737648
Item 13,1690388
Item 14,6839434
Item 15,4546014
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,3427815
Item 22,33449
Item 23,8036406
Item 24,6133638
Item 25,5944112
User,57
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1084712
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,58
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,6896055
Item 7,11388684
Item 8,2275891
Item 9,4573768
Item 10,6502910
Item 11,2596677
Item 12,1024587
Item 13,1629582
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,59
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,7424682
Item 2,1816056
Item 3,1021297
Item 4,3700753
Item 5,3386165
Item 6,6207373
Item 7,9710358
Item 8,193652
Item 9,2518768
Item 10,6956281
Item 11,4983622
Item 12,5944112
Item 13,6839434
Item 14,831715
Item 15,8696863
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,11041854
Item 21,33449
Item 22,9532785
Item 23,11433316
Item 24,511016
Item 25,5346428
User,60
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,6230399
Item 2,1102061
Item 3,2495446
Item 4,270032
Item 5,1819387
Item 6,1615614
Item 7,5657126
Item 8,4766309
Item 9,9216587
Item 10,5311947
Item 11,835683
Item 12,1006796
Item 13,884518
Item 14,6451873
Item 15,13544734
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,33449
Item 20,1021297
Item 21,10986404
Item 22,13012773
Item 23,1910856
Item 24,2671651
Item 25,9332217
User,61
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,6324076
Item 5,9135603
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,884518
Item 23,13544734
Item 24,8403711
Item 25,1615614
User,62
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,2596677
Item 20,5324390
Item 21,6133638
Item 22,1024587
Item 23,1293971
Item 24,3171362
Item 25,1163153
User,63
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,4951277
Item 2,1021297
Item 3,13218693
Item 4,9332217
Item 5,6324076
Item 6,2495446
Item 7,1559655
Item 8,6443289
Item 9,2045991
Item 10,11781190
Item 11,7487418
Item 12,7669807
Item 13,6230399
Item 14,835683
Item 15,9135603
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,8351884
Item 21,1910856
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,64
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,5657126
Item 2,270032
Item 3,1615614
Item 4,4766309
Item 5,1819387
Item 6,1006796
Item 7,11708663
Item 8,9216587
Item 9,7240753
Item 10,1910856
Item 11,835683
Item 12,8310025
Item 13,884518
Item 14,6451873
Item 15,13544734
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,33449
Item 20,1021297
Item 21,5311947
Item 22,13012773
Item 23,10986404
Item 24,2671651
Item 25,2495446
User,65
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,4305103
Item 2,6956281
Item 3,11150622
Item 4,2082415
Item 5,11433316
Item 6,3811042
Item 7,511016
Item 8,124277
Item 9,1690388
Item 10,11041854
Item 11,9532785
Item 12,4737648
Item 13,8696863
Item 14,4546014
Item 15,6839434
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,3427815
Item 22,33449
Item 23,8036406
Item 24,6133638
Item 25,5944112
User,66
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,67
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,10065428
Item 2,511016
Item 3,4546014
Item 4,12285424
Item 5,6839434
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,4737648
User,68
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,69
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,70
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,71
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,72
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1758811
Item 5,1084712
Item 6,3411845
Item 7,2275891
Item 8,6896055
Item 9,6502910
Item 10,2596677
Item 11,1024587
Item 12,11388684
Item 13,4573768
Item 14,2475239
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,73
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,270032
Item 2,1819387
Item 3,1006796
Item 4,7240753
Item 5,4766309
Item 6,884518
Item 7,11708663
Item 8,2671651
Item 9,9216587
Item 10,1910856
Item 11,835683
Item 12,8310025
Item 13,13012773
Item 14,5346428
Item 15,10659884
Item 16,1559655
Item 17,6443289
Item 18,33449
Item 19,11041854
Item 20,13544734
Item 21,5311947
Item 22,6451873
Item 23,10986404
Item 24,1021297
Item 25,1615614
User,74
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,6896055
Item 7,11388684
Item 8,2275891
Item 9,4573768
Item 10,6502910
Item 11,2596677
Item 12,1024587
Item 13,1629582
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,75
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,76
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,3918124
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,1629582
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,77
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,78
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,79
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,4737648
Item 2,10065428
Item 3,4546014
Item 4,511016
Item 5,6839434
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,8696863
User,80
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,1741540
Item 2,5359984
Item 3,8163952
Item 4,6451873
Item 5,6207373
Item 6,7807956
Item 7,2437142
Item 8,831715
Item 9,5346428
Item 10,3700753
Item 11,3386165
Item 12,10791419
Item 13,1021297
Item 14,7424682
Item 15,6956281
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,124277
Item 20,33449
Item 21,511016
Item 22,4983622
Item 23,6839434
Item 24,8696863
Item 25,13012773
User,81
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,6896055
Item 7,11388684
Item 8,2275891
Item 9,4573768
Item 10,6502910
Item 11,2596677
Item 12,1024587
Item 13,1629582
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,82
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,83
Gender,Female
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,4737648
Item 2,10065428
Item 3,4546014
Item 4,511016
Item 5,6839434
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,8696863
User,84
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,3918124
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,1629582
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,85
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,2475239
Item 14,3427815
Item 15,2275891
Item 16,4116862
Item 17,2596677
Item 18,1024587
Item 19,11049346
Item 20,5324390
Item 21,1293971
Item 22,3171362
Item 23,1163153
Item 24,8036406
Item 25,6133638
User,86
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6207373
Item 2,9710358
Item 3,8015926
Item 4,3700753
Item 5,3386165
Item 6,5944112
Item 7,8696863
Item 8,193652
Item 9,2518768
Item 10,6956281
Item 11,4983622
Item 12,1816056
Item 13,831715
Item 14,511016
Item 15,4737648
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,11041854
Item 21,33449
Item 22,9532785
Item 23,11433316
Item 24,6839434
Item 25,1021297
User,87
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,3918124
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,1629582
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,88
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,89
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,90
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,5657126
Item 2,270032
Item 3,1615614
Item 4,4766309
Item 5,1819387
Item 6,1006796
Item 7,11708663
Item 8,7240753
Item 9,9216587
Item 10,5311947
Item 11,835683
Item 12,8310025
Item 13,884518
Item 14,6451873
Item 15,13544734
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,33449
Item 20,1021297
Item 21,10986404
Item 22,13012773
Item 23,1910856
Item 24,2671651
Item 25,2495446
User,91
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,4573768
Item 9,1629582
Item 10,2275891
Item 11,892315
Item 12,6502910
Item 13,2596677
Item 14,1024587
Item 15,1758811
Item 16,4116862
Item 17,5324390
Item 18,1293971
Item 19,3171362
Item 20,1163153
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,92
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,93
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,7424682
Item 2,1816056
Item 3,1021297
Item 4,3700753
Item 5,3386165
Item 6,6207373
Item 7,9710358
Item 8,193652
Item 9,2518768
Item 10,6956281
Item 11,4983622
Item 12,5944112
Item 13,6839434
Item 14,831715
Item 15,8696863
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,11041854
Item 21,33449
Item 22,9532785
Item 23,11433316
Item 24,511016
Item 25,5346428
User,94
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,7487418
Item 2,8403711
Item 3,4951277
Item 4,13218693
Item 5,7669807
Item 6,6324076
Item 7,884518
Item 8,2599807
Item 9,11781190
Item 10,9164087
Item 11,8351884
Item 12,2045991
Item 13,2495446
Item 14,13544734
Item 15,1559655
Item 16,6443289
Item 17,4924314
Item 18,835683
Item 19,1910856
Item 20,6230399
Item 21,1021297
Item 22,9332217
Item 23,6451873
Item 24,9135603
Item 25,1615614
User,95
Gender,Female
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1629582
Item 4,1084712
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,96
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,97
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,5657126
Item 2,270032
Item 3,1615614
Item 4,4766309
Item 5,1819387
Item 6,1006796
Item 7,11708663
Item 8,7240753
Item 9,9216587
Item 10,5311947
Item 11,835683
Item 12,8310025
Item 13,884518
Item 14,6451873
Item 15,13544734
