Userid,Gender,AgeGroup,Hobbies,Profession,Seasons,Listing ID,CountOfListingID,AgeGroup18-30_weight,AgeGroup30-50_Weight,AgeGroup50+_weight,Seasons_Summer_weight,Seasons_Winter_weight,Seasons_Spring_weight,Seasons_Fall_weight,Profession_IT_Professional_weight,Profession_Professor_weight,Profession_Student_weight,Profession_Contractor_weight,Hobbies_Indoor_weight,Hobbies_outdoor_weight,Room_type,Street,house_rules,Price_per_day,amenities,property_type,review_score
51,Female,50+,Outdoors,Professor,Spring,1701332,9,0.444444444444444,0.444444444444444,0.111111111111111,0.111111111111111,0.222222222222222,0.444444444444444,0.222222222222222,0.222222222222222,0.222222222222222,0.444444444444444,0.111111111111111,0.444444444444444,0.555555555555556,Private room,"Wilmersdorfer Stra'Ùe, Berlin, Berlin 10585, Germany",,120,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,9
52,Female,50+,Outdoors,Professor,Fall,4423099,9,0.444444444444444,0.222222222222222,0.333333333333333,0.333333333333333,0.222222222222222,0.222222222222222,0.222222222222222,0.111111111111111,0.333333333333333,0.444444444444444,0.111111111111111,0.444444444444444,0.555555555555556,Entire home/apt,"Cauerstra'Ùe, Berlin, Charlottenburg, Berlin 10587, Germany",,60,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Essentials}",Apartment,10
53,Male,30-50,Indoors,IT Professional,Fall,1862589,11,0.545454545454545,0.272727272727273,0.181818181818182,0.363636363636364,0.181818181818182,0.272727272727273,0.181818181818182,0.363636363636364,0.181818181818182,0.363636363636364,9.09090909090909e-002,0.545454545454545,0.454545454545455,Entire home/apt,"Harrison Avenue, Boston, MA 02118, United States",,220,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer}",Apartment,
54,Female,30-50,Indoors,IT Professional,Summer,1751055,11,0.272727272727273,0.363636363636364,0.363636363636364,0.272727272727273,0.363636363636364,0.181818181818182,0.181818181818182,9.09090909090909e-002,0.636363636363636,0.272727272727273,0,0.454545454545455,0.545454545454545,Entire home/apt,"Appleton St, Boston, MA 02116, United States",,280,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating}",Apartment,7
55,Male,18-30,Outdoors,Student,Spring,1369450,11,0.363636363636364,0.181818181818182,0.454545454545455,9.09090909090909e-002,0.272727272727273,0.272727272727273,0.363636363636364,0.181818181818182,0.363636363636364,0.181818181818182,0.272727272727273,0.454545454545455,0.545454545454545,Entire home/apt,"East Brookline Street, Boston, MA 02118, United States",,300,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials}",Apartment,10
56,Female,50+,Indoors,Professor,Spring,10659884,10,0.5,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.1,0.5,0.1,0.7,0.3,Entire home/apt,"Dancy Street, Austin, TX 78722, United States",,125,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Ho",Bungalow,9
57,Female,18-30,Outdoors,Student,Fall,12051867,10,0.5,0.3,0.2,0.1,0.3,0.3,0.3,0.3,0.1,0.5,0.1,0.8,0.2,Entire home/apt,"Poquito Street, Austin, TX 78702, United States",,100,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",House,10
58,Male,50+,Outdoors,Professor,Fall,1989884,11,0.272727272727273,0.272727272727273,0.454545454545455,0.181818181818182,0.181818181818182,0.181818181818182,0.454545454545455,0.181818181818182,0.272727272727273,0.272727272727273,0.272727272727273,0.545454545454545,0.454545454545455,Entire home/apt,"East Berkeley Street, Boston, MA 02118, United States",,550,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",Apartment,10
59,Male,30-50,Outdoors,IT Professional,Fall,4020302,11,0.454545454545455,0.454545454545455,9.09090909090909e-002,0.363636363636364,9.09090909090909e-002,9.09090909090909e-002,0.454545454545455,0.363636363636364,9.09090909090909e-002,0.363636363636364,0.181818181818182,0.636363636363636,0.363636363636364,Entire home/apt,"Shawmut Avenue, Boston, MA 02118, United States",,250,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer}",Apartment,10
60,Female,30-50,Indoors,IT Professional,Winter,3198600,11,0.454545454545455,0.272727272727273,0.272727272727273,0.181818181818182,0.363636363636364,0.272727272727273,0.181818181818182,0.272727272727273,0.272727272727273,0.272727272727273,0.181818181818182,0.636363636363636,0.363636363636364,Entire home/apt,"Washington Street, Boston, MA 02118, United States",,199,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials}",Apartment,9
61,Female,30-50,Indoors,IT Professional,Winter,2444911,11,0.363636363636364,0.181818181818182,0.454545454545455,0.272727272727273,9.09090909090909e-002,0.363636363636364,0.272727272727273,0.181818181818182,0.363636363636364,0.272727272727273,0.181818181818182,0.545454545454545,0.454545454545455,Entire home/apt,"Concord Square, Boston, MA 02118, United States",,100,"{""Wireless Internet"",Kitchen,""Smoking Allowed"",Heating,Washer,""Safety Card"",Essentials}",Apartment,9
62,Female,18-30,Outdoors,Student,Summer,1450274,11,0.272727272727273,0.363636363636364,0.363636363636364,0.272727272727273,0.181818181818182,0.363636363636364,0.181818181818182,9.09090909090909e-002,0.454545454545455,0.272727272727273,0.181818181818182,0.454545454545455,0.545454545454545,Entire home/apt,"West Brookline Street, Boston, MA 02118, United States",,392,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,Washer}",Apartment,9
63,Female,18-30,Indoors,Student,Summer,10659884,10,0.5,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.1,0.5,0.1,0.7,0.3,Entire home/apt,"Dancy Street, Austin, TX 78722, United States",,125,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Ho",Bungalow,9
64,Male,30-50,Indoors,IT Professional,Winter,12051867,10,0.5,0.3,0.2,0.1,0.3,0.3,0.3,0.3,0.1,0.5,0.1,0.8,0.2,Entire home/apt,"Poquito Street, Austin, TX 78702, United States",,100,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",House,10
65,Female,30-50,Outdoors,IT Professional,Fall,5228935,11,0.181818181818182,0.545454545454545,0.272727272727273,0,0.454545454545455,0.272727272727273,0.272727272727273,0.181818181818182,0.545454545454545,0.181818181818182,9.09090909090909e-002,0.636363636363636,0.363636363636364,Entire home/apt,"Upton Street, Boston, MA 02118, United States",,225,"{Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Buzzer/Wireless Intercom"",Heating,Washer,Essentials}",Apartment,9
66,Male,18-30,Indoors,Student,Spring,1753382,11,0.636363636363636,0.363636363636364,0,0.181818181818182,0.272727272727273,0.272727272727273,0.272727272727273,0.272727272727273,9.09090909090909e-002,0.454545454545455,0.181818181818182,0.545454545454545,0.454545454545455,Private room,"E Berkeley St, Boston, MA 02118, United States",,159,"{Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,Washer,Essentials,Shampoo}",Apartment,10
67,Male,50+,Indoors,Professor,Summer,7060208,11,0.545454545454545,0.181818181818182,0.272727272727273,0.272727272727273,0.272727272727273,9.09090909090909e-002,0.363636363636364,0.272727272727273,0.272727272727273,0.363636363636364,9.09090909090909e-002,0.636363636363636,0.363636363636364,Entire home/apt,"Father Francis Gilday Street, Boston, MA 02118, United States",,275,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",Apartment,
68,Female,18-30,Indoors,Student,Winter,4011630,11,0.545454545454545,0.181818181818182,0.272727272727273,9.09090909090909e-002,0.363636363636364,9.09090909090909e-002,0.454545454545455,9.09090909090909e-002,0.272727272727273,0.454545454545455,0.181818181818182,0.636363636363636,0.363636363636364,Shared room,"West Newton Street, Boston, MA 02118, United States",,67,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,""Fire Extinguisher"",Essentials,Shampoo}",Apartment,9
69,Male,18-30,Outdoors,Student,Fall,3439486,9,0.444444444444444,0.444444444444444,0.111111111111111,0.222222222222222,0.111111111111111,0.333333333333333,0.333333333333333,0.111111111111111,0.333333333333333,0.444444444444444,0.111111111111111,0.555555555555556,0.444444444444444,Private room,"Karlsruher Stra'Ùe, Berlin, Berlin 10711, Germany",,45,"{Internet,""Wireless Internet"",Kitchen,Heating,Essentials,Shampoo}",Apartment,8
70,Male,18-30,Outdoors,Student,Winter,1034433,9,0.333333333333333,0.222222222222222,0.444444444444444,0.222222222222222,0.222222222222222,0.444444444444444,0.111111111111111,0.111111111111111,0.222222222222222,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,Private room,"Friedbergstra'Ùe, Berlin, Berlin 14057, Germany",,50,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Essentials,Shampoo}",Apartment,10
71,Female,18-30,Indoors,Student,Spring,11140684,4,0.75,0.25,0,0,0.75,0.25,0,0.25,0,0.75,0,0.75,0.25,Private room,"Haderslevgade, K'Ÿbenhavn, 1671, Denmark","Vi har vist ikke nogle s'_rlige krav til hvorledes man opf'Ÿrer sig her i huset, ud over, at vi 'Ÿnsker at I behandler os, som I gerne selv vil behandles. Dette inkluderer f.ex. at man g'«r lidt stille med d'Ÿrene, hvis man kommer sent hjem om natten. So",382,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",Apartment,10
72,Female,18-30,Indoors,Student,Winter,10659884,10,0.5,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.1,0.5,0.1,0.7,0.3,Entire home/apt,"Dancy Street, Austin, TX 78722, United States",,125,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Ho",Bungalow,9
73,Female,30-50,Indoors,IT Professional,Spring,12051867,10,0.5,0.3,0.2,0.1,0.3,0.3,0.3,0.3,0.1,0.5,0.1,0.8,0.2,Entire home/apt,"Poquito Street, Austin, TX 78702, United States",,100,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",House,10
74,Female,18-30,Indoors,Student,Spring,1323225,11,0.363636363636364,0.272727272727273,0.363636363636364,0.272727272727273,0.363636363636364,0.181818181818182,0.181818181818182,0,0.636363636363636,0.363636363636364,0,0.636363636363636,0.363636363636364,Entire home/apt,"Columbus Ave, Boston, MA 02118, United States",,279,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,""Safety Card"",Essentials,Shampoo}",Apartment,10
75,Female,50+,Indoors,Professor,Winter,2892566,5,0,0.4,0.6,0,0.8,0.2,0,0.4,0.4,0,0.2,0.4,0.6,Entire home/apt,"Albert Place East, Lower Grand Street, Dublin, Dublin 2, Ireland",,120,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Iron,""Laptop Friendly Workspace""}",Apartment,10
76,Male,30-50,Outdoors,IT Professional,Fall,1163153,33,0.454545454545455,0.333333333333333,0.212121212121212,0.151515151515152,0.272727272727273,0.272727272727273,0.303030303030303,0.303030303030303,0.181818181818182,0.363636363636364,0.151515151515152,0.575757575757576,0.424242424242424,Private room,"Hancock Street, Boston, MA 02114, United States",,110,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials}",Apartment,10
77,Female,50+,Outdoors,Professor,Winter,2692691,3,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,Entire home/apt,"Maria Kirkeplads, kbh, Hovedstaden, Denmark",#NAME?,905,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,""First Aid Kit"",Essentials,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_50""}",Apartment,
78,Male,18-30,Outdoors,Student,Summer,13506043,3,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0,1,Entire home/apt,"Oehlenschl'_gersgade, Copenhagen, Capital Region of Denmark 1663, Denmark",Respect your stay with love to my apartment.,771,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",Apartment,
79,Female,50+,Indoors,Professor,Summer,11539034,3,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,Entire home/apt,"Bustrupgade, K'Ÿbenhavn, 1737, Denmark","Husdyr er ikke tilladt. Rygning er ikke tilladt. Ting der er markeret med ""privat"" bedes ikke r'Ÿres.",503,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Frien",Apartment,10
80,Male,50+,Indoors,Professor,Spring,2069038,3,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,Entire home/apt,"Ullerupgade, K'Ÿbenhavn, 1673, Denmark",Smoking is strictly forbidden.  You are not allowed to be throw parties in the apartment. You are not allowed to use shoes indoors. It is expected that you clean the dishes that you have used before leaving the apartment. This can be managed by putting t,751,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Fire Extinguisher""}",Apartment,10
81,Female,18-30,Indoors,Student,Winter,10659884,10,0.5,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.1,0.5,0.1,0.7,0.3,Entire home/apt,"Dancy Street, Austin, TX 78722, United States",,125,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Ho",Bungalow,9
82,Male,18-30,Indoors,Student,Fall,2499376,11,0.454545454545455,0.181818181818182,0.363636363636364,9.09090909090909e-002,0.181818181818182,0.181818181818182,0.545454545454545,0.181818181818182,0.181818181818182,0.454545454545455,0.181818181818182,0.545454545454545,0.454545454545455,Entire home/apt,"Avinguda del ParaÅÛlel, Barcelona, Barcelona 08004, Spain",,85,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Ai",House,10
83,Female,50+,Indoors,Professor,Fall,1138151,11,0.181818181818182,0.363636363636364,0.454545454545455,0.181818181818182,9.09090909090909e-002,9.09090909090909e-002,0.636363636363636,0.363636363636364,0.363636363636364,0.181818181818182,9.09090909090909e-002,0.545454545454545,0.454545454545455,Entire home/apt,"Carrer de Sep'_lveda, Barcelona, Catalonia 08011, Spain",,150,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",Shampoo}",House,10
84,Female,18-30,Indoors,Student,Winter,4045063,11,0.363636363636364,0.181818181818182,0.454545454545455,9.09090909090909e-002,0.181818181818182,0.363636363636364,0.363636363636364,0.272727272727273,9.09090909090909e-002,0.272727272727273,0.363636363636364,0.818181818181818,0.181818181818182,Private room,"Leberstra'Ùe, Berlin, Berlin 10829, Germany",,38,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,10
85,Male,30-50,Outdoors,IT Professional,Summer,10085052,12,0.166666666666667,0.333333333333333,0.5,0.416666666666667,8.33333333333333e-002,0.166666666666667,0.333333333333333,0.166666666666667,0.416666666666667,0.166666666666667,0.25,0.5,0.5,Entire home/apt,"Ipatias, Athina, 105 57, Greece",,79,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""La",Bed & Breakfast,10
86,Male,50+,Outdoors,Professor,Fall,1014634,12,0.25,0.25,0.5,0.166666666666667,0.333333333333333,0,0.5,0.166666666666667,0.333333333333333,0.25,0.25,0.583333333333333,0.416666666666667,Private room,"Agias Theklas, Athina, 105 54, Greece",,80,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers}",House,
87,Female,18-30,Indoors,Student,Summer,10036320,12,0.333333333333333,0.25,0.416666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.25,0.333333333333333,0.25,0.583333333333333,0.416666666666667,Entire home/apt,"Epikourou, Athens, Attica 10553, Greece",,430,"{TV,Internet,""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",House,
